[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************
### Creating new features  task: 0 ###

New features norm: 3.859
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.0%| TAg acc= 99.6%, forg=  0.0% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.5%, forg=  0.0%| TAg acc= 99.5%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
************************************************************************************************************
Task  1
************************************************************************************************************
### Training model task: 1 ###
Total: 11.66, Push: 0.49, Pull: 5.94, Adapter: 0.005, Wd: 0.11
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Total: 4.82, Push: 2.07, Pull: 2.31, Adapter: 0.000, Wd: 0.12
Variances: tensor([5.8936e-05, 2.0873e-04, 1.0000e-05, 3.7121e-04], device='cuda:0')
### Adapting features task: 3 ###
Features norm before adaptation: 1.669
Features norm after adaptation: 1.565
### Creating new features  task: 3 ###

New features norm: 1.069
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.1%| TAg acc= 82.9%, forg= 16.7% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.3%, forg=  0.2%| TAg acc= 81.8%, forg= 17.6% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  1 : loss=0.000 | TAw acc= 95.4%, forg=  0.3%| TAg acc= 86.1%, forg=  1.4% <<<
>>> Test on task  1 : loss=0.000 | TAw acc= 95.4%, forg=  0.2%| TAg acc= 85.1%, forg=  1.3% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  2 : loss=0.000 | TAw acc= 85.2%, forg=  0.8%| TAg acc= 71.9%, forg=  4.5% <<<
>>> Test on task  2 : loss=0.000 | TAw acc= 87.2%, forg= -0.5%| TAg acc= 73.5%, forg=  3.7% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  3 : loss=0.000 | TAw acc= 98.2%, forg=  0.0%| TAg acc= 90.2%, forg=  0.0% <<<
>>> Test on task  3 : loss=0.000 | TAw acc= 97.6%, forg=  0.0%| TAg acc= 90.2%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
************************************************************************************************************
Task  4
************************************************************************************************************
### Training model task: 4 ###
Total: 6.44, Push: 2.46, Pull: 1.88, Adapter: 0.002, Wd: 0.13
Total: 6.02, Push: 2.46, Pull: 1.89, Adapter: 0.002, Wd: 0.13
Total: 5.83, Push: 2.47, Pull: 1.89, Adapter: 0.001, Wd: 0.13
Total: 5.69, Push: 2.47, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.61, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.54, Push: 2.47, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.50, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.45, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.42, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.39, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.36, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.34, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.32, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.30, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.28, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.27, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.25, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.24, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.23, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.22, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.21, Push: 2.48, Pull: 1.88, Adapter: 0.001, Wd: 0.13
Total: 5.19, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.19, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.18, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.17, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.16, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.15, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.14, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.14, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.13, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.12, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.12, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.11, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.11, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.10, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.10, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.09, Push: 2.48, Pull: 1.87, Adapter: 0.001, Wd: 0.13
Total: 5.09, Push: 2.48, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.08, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.08, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.07, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.07, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.06, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.06, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.05, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.05, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.05, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.04, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.04, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.04, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.03, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.03, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.03, Push: 2.49, Pull: 1.86, Adapter: 0.001, Wd: 0.13
Total: 5.02, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.02, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.02, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.01, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.01, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.01, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.00, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.00, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.00, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 5.00, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.99, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.99, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.99, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.99, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.98, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.98, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.98, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.98, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.97, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.97, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.97, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.97, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.97, Push: 2.49, Pull: 1.85, Adapter: 0.001, Wd: 0.13
Total: 4.96, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.96, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.96, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.96, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.96, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.95, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.95, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.95, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.95, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.95, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.94, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.94, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.94, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.94, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.94, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.94, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.94, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.93, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.93, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.93, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.93, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.93, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.93, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.49, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.50, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.50, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.50, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.92, Push: 2.50, Pull: 1.84, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.91, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.90, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.89, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.88, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.83, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.87, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.86, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.85, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.84, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Total: 4.83, Push: 2.50, Pull: 1.82, Adapter: 0.000, Wd: 0.13
Variances: tensor([1.1388e-04, 8.7568e-05, 2.7270e-04, 5.9360e-03], device='cuda:0')
### Adapting features task: 4 ###
Features norm before adaptation: 1.441
Features norm after adaptation: 1.428
### Creating new features  task: 4 ###

New features norm: 1.009
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.1%| TAg acc= 81.5%, forg= 18.1% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.4%, forg=  0.2%| TAg acc= 80.8%, forg= 18.6% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  1 : loss=0.000 | TAw acc= 95.6%, forg=  0.2%| TAg acc= 84.6%, forg=  2.8% <<<
>>> Test on task  1 : loss=0.000 | TAw acc= 95.4%, forg=  0.2%| TAg acc= 84.1%, forg=  2.2% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  2 : loss=0.000 | TAw acc= 85.1%, forg=  0.9%| TAg acc= 62.9%, forg= 13.4% <<<
>>> Test on task  2 : loss=0.000 | TAw acc= 85.3%, forg=  2.0%| TAg acc= 62.6%, forg= 14.7% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  3 : loss=0.000 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 88.8%, forg=  1.4% <<<
>>> Test on task  3 : loss=0.000 | TAw acc= 97.6%, forg= -0.0%| TAg acc= 89.0%, forg=  1.2% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  4 : loss=0.000 | TAw acc= 80.7%, forg=  0.0%| TAg acc= 61.0%, forg=  0.0% <<<
>>> Test on task  4 : loss=0.000 | TAw acc= 77.9%, forg=  0.0%| TAg acc= 57.3%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
Train:
************************************************************************************************************
TAw Acc
	 99.6%   0.0%   0.0%   0.0%   0.0% 	Avg.: 99.6% 
	 99.6%  95.7%   0.0%   0.0%   0.0% 	Avg.: 97.7% 
	 99.6%  95.4%  86.0%   0.0%   0.0% 	Avg.: 93.7% 
	 99.6%  95.4%  85.2%  98.2%   0.0% 	Avg.: 94.6% 
	 99.6%  95.6%  85.1%  98.1%  80.7% 	Avg.: 91.8% 
Average incremental: 95.5% 
************************************************************************************************************
TAg Acc
	 99.6%   0.0%   0.0%   0.0%   0.0% 	Avg.: 99.6% 
	 89.1%  87.4%   0.0%   0.0%   0.0% 	Avg.: 88.3% 
	 85.5%  86.1%  76.4%   0.0%   0.0% 	Avg.: 82.6% 
	 82.9%  86.1%  71.9%  90.2%   0.0% 	Avg.: 82.7% 
	 81.5%  84.6%  62.9%  88.8%  61.0% 	Avg.: 75.8% 
Average incremental: 85.8% 
************************************************************************************************************
TAw Forg
	  0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 75.8% 
	  0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  0.0% 
	  0.0%   0.3%   0.0%   0.0%   0.0% 	Avg.:  0.2% 
	  0.1%   0.3%   0.8%   0.0%   0.0% 	Avg.:  0.4% 
	  0.1%   0.2%   0.9%   0.0%   0.0% 	Avg.:  0.3% 
************************************************************************************************************
TAg Forg
	  0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  0.3% 
	 10.5%   0.0%   0.0%   0.0%   0.0% 	Avg.: 10.5% 
	 14.2%   1.4%   0.0%   0.0%   0.0% 	Avg.:  7.8% 
	 16.7%   1.4%   4.5%   0.0%   0.0% 	Avg.:  7.5% 
	 18.1%   2.8%  13.4%   1.4%   0.0% 	Avg.:  9.0% 
************************************************************************************************************
TAw plasticity: 90.17%
TAg plasticity: 78.73%
************************************************************************************************************
Test:
************************************************************************************************************
TAw Acc
	 99.5%   0.0%   0.0%   0.0%   0.0% 	Avg.: 99.5% 
	 99.6%  95.6%   0.0%   0.0%   0.0% 	Avg.: 97.6% 
	 99.4%  95.3%  86.8%   0.0%   0.0% 	Avg.: 93.8% 
	 99.3%  95.4%  87.2%  97.6%   0.0% 	Avg.: 94.9% 
	 99.4%  95.4%  85.3%  97.6%  77.9% 	Avg.: 91.1% 
Average incremental: 95.4% 
************************************************************************************************************
TAg Acc
	 99.5%   0.0%   0.0%   0.0%   0.0% 	Avg.: 99.5% 
	 88.8%  86.3%   0.0%   0.0%   0.0% 	Avg.: 87.6% 
	 84.0%  84.6%  77.2%   0.0%   0.0% 	Avg.: 82.0% 
	 81.8%  85.1%  73.5%  90.2%   0.0% 	Avg.: 82.7% 
	 80.8%  84.1%  62.6%  89.0%  57.3% 	Avg.: 74.8% 
Average incremental: 85.3% 
************************************************************************************************************
TAw Forg
	  0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 74.8% 
	 -0.1%   0.0%   0.0%   0.0%   0.0% 	Avg.: -0.1% 
	  0.1%   0.3%   0.0%   0.0%   0.0% 	Avg.:  0.2% 
	  0.2%   0.2%  -0.5%   0.0%   0.0% 	Avg.: -0.0% 
	  0.2%   0.2%   2.0%  -0.0%   0.0% 	Avg.:  0.6% 
************************************************************************************************************
TAg Forg
	  0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  0.6% 
	 10.6%   0.0%   0.0%   0.0%   0.0% 	Avg.: 10.6% 
	 15.4%   1.8%   0.0%   0.0%   0.0% 	Avg.:  8.6% 
	 17.6%   1.3%   3.7%   0.0%   0.0% 	Avg.:  7.5% 
	 18.6%   2.2%  14.7%   1.2%   0.0% 	Avg.:  9.2% 
************************************************************************************************************
TAw plasticity: 89.47%
TAg plasticity: 77.79%
************************************************************************************************************
[Elapsed time = 0.2 h]
Done!
